"win_length","x","dXY","dXY_inv","vX","vX_inv","vY","vY_inv","Q0","Q1","Q2","Q3","Q4","nx","ny","gap_prop","A_dXY","A_dXY_inv","A_vX","A_vX_inv","A_vY","A_vY_inv","A_Q3","A_nx","A_ny","A_rand_idx","A_adj_rand_idx","A_ham_idx",,,,,,,,,,,,,,,,,,,,,,,
9,0,0.44,0,0,0,0,0,0.37,0.44,0.44,0.89,0.44,2,67,0,0.02,0,0,0,0.04,0,0.02,20,49,0.56,-0.03,0.32,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"win_length","x","dXY","dXY_inv","vX","vX_inv","vY","vY_inv","Q0","Q1","Q2","Q3","Q4","nx","ny","gap_prop","A_dXY","A_dXY_inv","A_vX","A_vX_inv","A_vY","A_vY_inv","A_Q4","A_nx","A_ny","A_rand_idx","A_adj_rand_idx","A_ham_idx",,,,,,,,,,,,,,,,,
,,,,,,9,0,0.44,0,0,0,0,0,0.37,0.44,0.44,0.89,0.44,2,67,0,0.44,0,0,0,1.19E-007,0,0.44,67,2,1,1,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"win_length","x","dXY","dXY_inv","vX","vX_inv","vY","vY_inv","Q0","Q1","Q2","Q3","Q4","nx","ny","gap_prop","A_dXY","A_dXY_inv","A_vX","A_vX_inv","A_vY","A_vY_inv","A_Q3","A_nx","A_ny","A_rand_idx","A_adj_rand_idx","A_ham_idx",,,,,,,,,
,,,,,,,,,,,,,,9,0,0.44,0,0,0,0,0,0.37,0.44,0.44,0.89,0.44,2,67,0,0.44,0,-2.23E-005,0,0,0,0.89,2,67,1,1,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,,,,,,,,,,,,
,,,,,,,,,,,"win_length","x","dXY","dXY_inv","vX","vX_inv","vY","vY_inv","Q0","Q1","Q2","Q3","Q4","nx","ny","gap_prop","A_dXY","A_dXY_inv","A_vX","A_vX_inv","A_vY","A_vY_inv","A_Q1","A_nx","A_ny","A_rand_idx","A_adj_rand_idx","A_ham_idx",,,,,,,,,,,,
,,,,,,,,,,,21,0,0.01,0,0,0,0.03,0,0.01,0.01,-0.01,0,0.01,2,78,0.99,0.5,0,0,0,1,0,0.5,78,2,0.9,-0.02,0.05,,,,,,,,,,,,
,,,,,,,,,,,21,1,0.01,0,0,0,0.03,0,0.01,0.01,-0.01,0,0.01,2,78,0.99,0.5,0,0,0,1,0,0.5,78,2,0.9,-0.02,0.05,,,,,,,,,,,,
,,,,,,,,,,,21,2,0.01,0,0,0,0.03,0,0.01,0.01,-0.01,0,0.01,2,78,0.99,0.5,0,0,0,1,0,0.5,78,2,0.9,-0.02,0.05,,,,,,,,,,,,
,,,,,,,,,,,21,3,0.01,0,0,0,0.03,0,0.01,0.01,-0.01,0,0.01,2,78,0.99,0.5,0,0,0,1,0,0.5,78,2,0.9,-0.02,0.05,,,,,,,,,,,,
,,,,,,,,,,,21,4,0.01,0,0,0,0.03,0,0.01,0.01,-0.01,0,0.01,2,78,0.99,0.5,0,0,0,1,0,0.5,78,2,0.9,-0.02,0.05,,,,,,,,,,,,
,,,,,,,,,,,21,5,0.01,0,0,0,0.03,0,0.01,0.01,-0.01,0,0.01,2,78,0.99,0.5,0,0,0,1,0,0.5,78,2,0.9,-0.02,0.05,,,,,,,,,,,,
,,,,,,,,,,,21,6,0.01,0,0,0,0.03,0,0.01,0.01,-0.01,0,0.01,2,78,0.99,0.5,0,0,0,1,0,0.5,78,2,0.9,-0.02,0.05,,,,,,,,,,,,
,,,,,,,,,,,21,7,0.01,0,0,0,0.03,0,0.01,0.01,-0.01,0,0.01,2,78,0.99,0.5,0,0,0,1,0,0.5,78,2,0.9,-0.02,0.05,,,,,,,,,,,,
,,,,,,,,,,,21,8,0.01,0,0,0,0.03,0,0.01,0.01,-0.01,0,0.01,2,78,0.99,0.5,0,0,0,1,0,0.5,78,2,0.9,-0.02,0.05,,,,,,,,,,,,
,,,,,,,,,,,21,9,0.01,0,0,0,0.03,0,0.01,0.01,-0.01,0,0.01,2,78,0.99,0.5,0,0,0,1,0,0.5,78,2,0.9,-0.02,0.05,,,,,,,,,,,,
,,,,,,,,,,,21,10,0.01,0,0,0,0.03,0,0.01,0.01,-0.01,0,0.01,2,78,0.99,0.5,0,0,0,1,0,0.5,78,2,0.9,-0.02,0.05,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"win_length","x","dXY","dXY_inv","vX","vX_inv","vY","vY_inv","Q0","Q1","Q2","Q3","Q4","nx","ny","gap_prop","A_dXY","A_dXY_inv","A_vX","A_vX_inv","A_vY","A_vY_inv","A_Q2","A_nx","A_ny","A_rand_idx","A_adj_rand_idx","A_ham_idx"
,,,,,,,,,,,,,,,,,,,,,,,9,0,0.02,0,0.03,0,0.03,0,0,-0.000504,-0.000835,-0.001338,0.024595,51,30,0,0.05,0,3.31E-007,0,2.11E-008,0,0.05,38,43,0.49,-0.01,0.49
,,,,,,,,,,,,,,,,,,,,,,,9,9,0.01,0,0.01,0,0,0,0,-0.001162,0.001396,0.000234,0.006391,51,30,0,0.02,0,3.01E-007,0,0,0,0.02,5,76,0.5,-0.04,0.43
,,,,,,,,,,,,,,,,,,,,,,,9,18,0,0,0,0,0,0,0,-0.000242,0.000242,0.000000,0.000242,51,30,0,0.01,0,0.01,0,3.87E-011,0,0.01,2,79,0.53,0.01,0.37
,,,,,,,,,,,,,,,,,,,,,,,9,27,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,51,30,0,0,0,0,0,0,0,0,42,39,0.51,0.01,0.42
,,,,,,,,,,,,,,,,,,,,,,,9,36,0,0,0,0,0,0,0,0.000412,-0.000412,0.000000,0.000412,51,30,0,0.01,0,0.01,0,3.87E-011,0,0.01,2,79,0.54,0.04,0.35
,,,,,,,,,,,,,,,,,,,,,,,9,45,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,51,30,0,0,0,0,0,0,0,0,46,35,0.5,0,0.44
,,,,,,,,,,,,,,,,,,,,,,,9,54,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,51,30,0,0,0,0,0,0,0,0,33,48,0.49,-0.01,0.49
,,,,,,,,,,,,,,,,,,,,,,,9,63,0,0,0,0,0,0,0,-0.000813,0.002267,0.001454,0.003970,51,30,0,0.01,0,0,0,1.58E-007,0,0.01,67,14,0.49,-0.04,0.48
,,,,,,,,,,,,,,,,,,,,,,,9,72,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,51,30,0,0,0,0,0,0,0,0,45,36,0.5,0,0.46
,,,,,,,,,,,,,,,,,,,,,,,9,81,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,51,30,0,0,0,0,0,0,0,0,43,38,0.5,0,0.44
,,,,,,,,,,,,,,,,,,,,,,,9,90,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,51,30,0,0,0,0,0,0,0,0,44,37,0.5,0,0.44
,,,,,,,,,,,,,,,,,,,,,,,9,99,0,0,0,0,0,0,0,0.000186,-0.000153,0.000032,0.000670,51,30,0,0.01,0,0.05,0,3.87E-011,0,0.01,2,79,0.53,0.01,0.37
,,,,,,,,,,,,,,,,,,,,,,,9,108,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,51,30,0,0,0,0,0,0,0,0,36,45,0.49,-0.01,0.48
,,,,,,,,,,,,,,,,,,,,,,,9,117,0.01,0,0.01,0,0.01,0,0,-0.000445,0.000444,-0.000001,0.007795,51,30,0,0.01,0,0.01,0,-1.33E-007,0,0.01,49,32,0.49,-0.01,0.49
,,,,,,,,,,,,,,,,,,,,,,,9,126,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,51,30,0,0,0,0,0,0,0,0,36,45,0.49,-0.01,0.49
,,,,,,,,,,,,,,,,,,,,,,,9,135,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,51,30,0,0,0,0,0,0,0,0,44,37,0.51,0.02,0.41
,,,,,,,,,,,,,,,,,,,,,,,9,144,0,0,0,0,0.01,0,0,0.003836,-0.003190,0.000646,0.004785,51,30,0,0.02,0,-5.96E-008,0,0,0,0.01,2,79,0.54,0.04,0.35
,,,,,,,,,,,,,,,,,,,,,,,9,153,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,51,30,0,0,0,0,0,0,0,0,44,37,0.5,0,0.46
,,,,,,,,,,,,,,,,,,,,,,,9,162,0.13,0,0.05,0,0.13,0,0.07,0.076720,-0.000472,0.076248,0.125425,51,30,0,0.27,0,0,0,0.02,0,0.25,15,66,0.59,0.16,0.28
,,,,,,,,,,,,,,,,,,,,,,,9,171,0.02,0,0.01,0,0.02,0,0.01,0.010377,0.000113,0.010490,0.019866,51,30,0,0.04,0,0.01,0,2.29E-008,0,0.04,68,13,0.59,0.16,0.28
,,,,,,,,,,,,,,,,,,,,,,,9,180,0,0,0,0,0,0,0,0.001462,-0.001127,0.000335,0.002421,51,30,0,0.01,0,0,0,4.41E-011,0,0.01,7,74,0.55,0.06,0.33
,,,,,,,,,,,,,,,,,,,,,,,9,189,0,0,0,0,0,0,0,0.001735,-0.001329,0.000406,0.002219,51,30,0,0.01,0,3.93E-007,0,0,0,0.01,6,75,0.56,0.08,0.32
,,,,,,,,,,,,,,,,,,,,,,,9,198,0,0,0,0,0,0,0,0.001735,-0.001329,0.000406,0.002219,51,30,0,0.01,0,1.07E-007,0,0,0,0.01,6,75,0.56,0.08,0.32
,,,,,,,,,,,,,,,,,,,,,,,9,207,0,0,0,0,0,0,0,0.000412,-0.000412,0.000000,0.000412,51,30,0,0.01,0,0.01,0,3.87E-011,0,0.01,2,79,0.54,0.04,0.35
,,,,,,,,,,,,,,,,,,,,,,,9,216,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,51,30,0,0,0,0,0,0,0,0,42,39,0.49,-0.01,0.48
,,,,,,,,,,,,,,,,,,,,,,,9,225,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,51,30,0,0,0,0,0,0,0,0,45,36,0.49,-0.01,0.49
,,,,,,,,,,,,,,,,,,,,,,,9,234,0,0,0,0,0,0,0,0.000412,-0.000412,0.000000,0.000412,51,30,0,0.01,0,0.01,0,3.87E-011,0,0.01,2,79,0.54,0.04,0.35
,,,,,,,,,,,,,,,,,,,,,,,9,243,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,51,30,0,0,0,0,0,0,0,0,48,33,0.49,-0.01,0.49
,,,,,,,,,,,,,,,,,,,,,,,9,252,0.01,0,0,0,0.03,0,0.01,0.013169,-0.012261,0.000908,0.013169,51,30,0,0.2,0,2.50E-006,0,6.19E-010,0,0.2,2,79,0.54,0.04,0.35
,,,,,,,,,,,,,,,,,,,,,,,9,261,0,0,0,0,0.01,0,0,0.003292,-0.003065,0.000227,0.003292,51,30,0,0.05,0,6.26E-007,0,1.55E-010,0,0.05,2,79,0.54,0.04,0.35
,,,,,,,,,,,,,,,,,,,,,,,9,270,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,51,30,0,0,0,0,0,0,0,0,36,45,0.49,-0.01,0.49
,,,,,,,,,,,,,,,,,,,,,,,9,279,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,51,30,0,0,0,0,0,0,0,0,37,44,0.51,0.01,0.42
,,,,,,,,,,,,,,,,,,,,,,,9,288,0,0,0,0,0,0,0,0.001235,-0.001064,0.000170,0.001235,51,30,0,0.01,0,-4.97E-008,0,0,0,0.01,3,78,0.55,0.06,0.33
,,,,,,,,,,,,,,,,,,,,,,,9,297,0,0,0,0,0,0,0,0.000412,-0.000412,0.000000,0.000412,51,30,0,0.01,0,0.01,0,3.87E-011,0,0.01,2,79,0.53,0.01,0.37
,,,,,,,,,,,,,,,,,,,,,,,9,306,0,0,0.01,0,0,0,0,-0.003302,0.003631,0.000329,0.003631,51,30,0,0.03,0,0.11,0,0,0,0.03,2,79,0.52,-0.02,0.4
,,,,,,,,,,,,,,,,,,,,,,,9,315,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,51,30,0,0,0,0,0,0,0,0,34,47,0.5,0,0.44
,,,,,,,,,,,,,,,,,,,,,,,9,324,0,0,0,0,0,0,0,0.000282,-0.000487,-0.000205,0.004252,51,30,0,0.01,0,0,0,2.19E-009,0,0.01,17,64,0.51,0,0.41
,,,,,,,,,,,,,,,,,,,,,,,9,333,0,0,0,0,0,0,0,0.000161,-0.000178,-0.000016,0.000646,51,30,0,0.01,0,0.01,0,0,0,0.01,2,79,0.53,0.01,0.37
,,,,,,,,,,,,,,,,,,,,,,,9,342,0,0,0,0,0,0,0,0.000637,-0.000683,-0.000046,0.002865,51,30,0,0.01,0,1.31E-007,0,-9.59E-011,0,0.01,10,71,0.53,0.03,0.37
,,,,,,,,,,,,,,,,,,,,,,,9,351,0,0,0,0,0,0,-8.23E-005,-0.000082,0.000001,-0.000081,0.002300,51,30,0,0.01,0,-2.13E-008,0,0,0,0.01,7,74,0.52,0.01,0.38
,,,,,,,,,,,,,,,,,,,,,,,9,360,0,0,0,0,0,0,0,-0.000242,0.000242,0.000000,0.000242,51,30,0,0.01,0,0.01,0,3.87E-011,0,0.01,2,79,0.53,0.01,0.37
,,,,,,,,,,,,,,,,,,,,,,,9,369,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,51,30,0,0,0,0,0,0,0,0,41,40,0.5,0.01,0.43
,,,,,,,,,,,,,,,,,,,,,,,9,378,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,51,30,0,0,0,0,0,0,0,0,42,39,0.5,-0.01,0.47
,,,,,,,,,,,,,,,,,,,,,,,9,387,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,51,30,0,0,0,0,0,0,0,0,43,38,0.5,0.01,0.43
,,,,,,,,,,,,,,,,,,,,,,,9,396,0,0,0,0,0,0,0,-0.000242,0.000242,0.000000,0.000242,51,30,0,0.01,0,0.01,0,3.87E-011,0,0.01,2,79,0.52,-0.02,0.4
,,,,,,,,,,,,,,,,,,,,,,,9,405,0,0,0,0,0,0,-2.10E-005,-0.000021,0.000105,0.000084,0.000928,51,30,0,0.01,0,-2.24E-008,0,0,0,0.01,2,79,0.52,-0.02,0.4
,,,,,,,,,,,,,,,,,,,,,,,9,414,0,0,0,0,0,0,0,0.000889,-0.000199,0.000690,0.003349,51,30,0,0.03,0,0.11,0,0,0,0.03,2,79,0.53,0.01,0.37
,,,,,,,,,,,,,,,,,,,,,,,9,423,0.04,0,0.01,0,0.06,0,0.03,0.028955,-0.018328,0.010627,0.041669,51,30,0,0.2,0,2.15E-007,0,0.01,0,0.19,6,75,0.56,0.08,0.32
,,,,,,,,,,,,,,,,,,,,,,,9,432,0.02,0,0,0,0.02,0,0.01,0.012844,-0.006622,0.006223,0.016679,51,30,0,0.05,0,0.04,0,0,0,0.05,11,70,0.59,0.15,0.28
,,,,,,,,,,,,,,,,,,,,,,,9,441,0,0,0,0,0.01,0,0,0.002590,-0.002744,-0.000154,0.003074,51,30,0,0.02,0,0.05,0,0,0,0.01,2,79,0.54,0.04,0.35
,,,,,,,,,,,,,,,,,,,,,,,9,450,0.01,0,0.01,0,0,0,0,-0.001515,0.001991,0.000475,0.006560,51,30,0,0.04,0,2.26E-005,0,0.01,0,0.03,2,79,0.52,-0.02,0.4
,,,,,,,,,,,,,,,,,,,,,,,9,459,0,0,0,0,0.01,0,0,0.002601,-0.002333,0.000269,0.004422,51,30,0,0.02,0,1.08E-006,0,0,0,0.01,5,76,0.57,0.1,0.31
,,,,,,,,,,,,,,,,,,,,,,,9,468,0,0,0,0,0,0,0,0.002058,-0.002171,-0.000114,0.002058,51,30,0,0.01,0,-2.24E-008,0,0,0,0.01,2,79,0.54,0.04,0.35
,,,,,,,,,,,,,,,,,,,,,,,9,477,0,0,0,0,0,0,0,0.000412,-0.000412,0.000000,0.000412,51,30,0,0.01,0,0.01,0,3.87E-011,0,0.01,2,79,0.54,0.04,0.35
,,,,,,,,,,,,,,,,,,,,,,,9,486,0.01,0,0.01,0,0.01,0,0,-0.000412,-0.000011,-0.000422,0.007964,51,30,0,0.03,0,3.52E-006,0,0.01,0,0.02,3,78,0.52,0,0.38
,,,,,,,,,,,,,,,,,,,,,,,9,495,0,0,0,0,0,0,0,0.000784,-0.000773,0.000011,0.002179,51,30,0,0.01,0,1.11E-007,0,4.41E-011,0,0.01,7,74,0.53,0.03,0.36
,,,,,,,,,,,,,,,,,,,,,,,9,504,0,0,0,0,0,0,0,-0.000686,0.000718,0.000032,0.001541,51,30,0,0.01,0,2.50E-007,0,0,0,0.01,6,75,0.51,-0.03,0.42
,,,,,,,,,,,,,,,,,,,,,,,9,513,0,0,0,0,0,0,0,-0.000686,0.000718,0.000032,0.001541,51,30,0,0.01,0,3.46E-007,0,0,0,0.01,6,75,0.51,-0.03,0.42
,,,,,,,,,,,,,,,,,,,,,,,9,522,0.01,0,0.01,0,0.01,0,0,0.002006,0.001838,0.003844,0.010353,51,30,0,0.03,0,0.01,0,0.01,0,0.02,7,74,0.5,-0.03,0.43
,,,,,,,,,,,,,,,,,,,,,,,9,531,0.02,0,0.02,0,0.02,0,0.01,0.007843,0.002164,0.010007,0.024982,51,30,0,0.04,0,0,0,1.55E-007,0,0.04,53,28,0.58,0.15,0.3
,,,,,,,,,,,,,,,,,,,,,,,9,540,0.14,0,0.04,0,0.15,0,0.09,0.099592,-0.018389,0.081203,0.136116,51,30,0,0.3,0,0.03,0,0.01,0,0.29,16,65,0.62,0.23,0.25
,,,,,,,,,,,,,,,,,,,,,,,9,549,0.1,0,0.09,0,0.1,0,0.01,0.010430,0.003531,0.013961,0.101275,51,30,0.28,0.26,0,2.93E-007,0,0.04,0,0.22,13,68,0.51,0,0.41
,,,,,,,,,,,,,,,,,,,,,,,9,558,0,0,0.01,0,0,0,0,-0.003839,0.003849,0.000010,0.004672,51,30,0,0.08,0,0.2,0,0,0,0.08,2,79,0.52,-0.02,0.4
,,,,,,,,,,,,,,,,,,,,,,,9,567,0.01,0,0.02,0,0.01,0,-0.01,-0.005243,0.004600,-0.000643,0.012660,51,30,0,0.23,0,0.31,0,0,0,0.23,2,79,0.53,0.01,0.37
,,,,,,,,,,,,,,,,,,,,,,,9,576,0.01,0,0.01,0,0.01,0,0,-0.002421,0.002391,-0.000030,0.008521,51,30,0,0.09,0,0.11,0,0,0,0.09,2,79,0.52,-0.02,0.4
,,,,,,,,,,,,,,,,,,,,,,,9,585,0,0,0,0,0,0,0,0.000186,-0.000153,0.000032,0.000670,51,30,0,0.01,0,0.05,0,3.87E-011,0,0.01,2,79,0.53,0.01,0.37
,,,,,,,,,,,,,,,,,,,,,,,9,594,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,51,30,0,0,0,0,0,0,0,0,32,49,0.49,-0.01,0.48
,,,,,,,,,,,,,,,,,,,,,,,9,603,0,0,0,0,0,0,0,0.000307,-0.000418,-0.000111,0.002534,51,30,0,0.01,0,1.26E-007,0,0,0,0.01,9,72,0.52,0.01,0.38
,,,,,,,,,,,,,,,,,,,,,,,9,612,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,51,30,0,0,0,0,0,0,0,0,38,43,0.49,-0.01,0.48
,,,,,,,,,,,,,,,,,,,,,,,9,621,0.01,0,0.01,0,0.01,0,0,0.002647,0.001371,0.004018,0.008069,51,30,0,0.01,0,0,0,-2.82E-008,0,0.01,37,44,0.57,0.14,0.31
,,,,,,,,,,,,,,,,,,,,,,,9,630,0.02,0,0.02,0,0,0,-0.01,-0.007296,0.012580,0.005284,0.016582,51,30,0,0.09,0,0.31,0,0.01,0,0.08,2,79,0.52,-0.02,0.4
,,,,,,,,,,,,,,,,,,,,,,,9,639,0,0,0,0,0,0,0,-0.000242,0.000242,0.000000,0.000242,51,30,0,0.01,0,0.01,0,3.87E-011,0,0.01,2,79,0.53,0.01,0.37
,,,,,,,,,,,,,,,,,,,,,,,9,648,0.01,0,0.01,0,0,0,0,-0.001394,0.001676,0.000282,0.006245,51,30,0,0.03,0,0.05,0,0.01,0,0.02,2,79,0.52,-0.02,0.4
,,,,,,,,,,,,,,,,,,,,,,,9,657,0.01,0,0.01,0,0,0,0,-0.001838,0.001571,-0.000267,0.006141,51,30,0,0.04,0,0.11,0,0.01,0,0.03,2,79,0.52,-0.02,0.4
,,,,,,,,,,,,,,,,,,,,,,,9,666,0.01,0,0,0,0.01,0,0,0.000678,-0.000351,0.000327,0.005326,51,30,0,0.01,0,1.41E-007,0,0,0,0.01,20,61,0.53,0.04,0.37
,,,,,,,,,,,,,,,,,,,,,,,9,675,0.01,0,0.01,0,0,0,0,-0.004580,0.006177,0.001597,0.010264,51,30,0,0.11,0,0.31,0,0.01,0,0.11,2,79,0.52,-0.02,0.4
,,,,,,,,,,,,,,,,,,,,,,,9,684,0.04,0,0.04,0,0.03,0,-0.01,-0.007925,0.006972,-0.000953,0.035609,51,30,0,0.2,0,0.2,0,0.03,0,0.17,2,79,0.53,0.01,0.37
,,,,,,,,,,,,,,,,,,,,,,,9,693,0.01,0,0.01,0,0.01,0,0,0.000157,0.000209,0.000365,0.006141,51,30,0,0.02,0,0.05,0,0.01,0,0.02,2,79,0.52,-0.02,0.4
,,,,,,,,,,,,,,,,,,,,,,,9,702,0.05,0,0.03,0,0.04,0,0.01,0.010888,0.006984,0.017873,0.045582,51,30,0,0.32,0,0.6,0,0.03,0,0.29,2,79,0.52,-0.02,0.4
,,,,,,,,,,,,,,,,,,,,,,,9,711,0.34,0,0.29,0,0.34,0,0.05,0.054849,0.003969,0.058818,0.343971,51,30,0.03,0.72,0,0.11,0,0.24,0,0.48,8,73,0.5,-0.05,0.47
,,,,,,,,,,,,,,,,,,,,,,,9,720,0.32,0,0.13,0,0.34,0,0.18,0.194044,-0.014900,0.179145,0.322662,51,30,0.06,0.47,0,0.32,0,0.04,0,0.43,25,56,0.66,0.32,0.21
,,,,,,,,,,,,,,,,,,,,,,,9,729,0.31,0,0.32,0,0.3,0,0,-0.002382,0.010020,0.007638,0.314745,51,30,0.33,0.61,0,0.13,0,0.03,0,0.58,29,52,0.49,-0.02,0.48
,,,,,,,,,,,,,,,,,,,,,,,9,738,0.3,0,0.13,0,0.31,0,0.16,0.169503,-0.009769,0.159734,0.304037,51,30,0.06,0.6,0,0.08,0,0,0,0.59,66,15,0.64,0.26,0.23
,,,,,,,,,,,,,,,,,,,,,,,9,747,0.13,0,0.04,0,0.15,0,0.09,0.089601,-0.021411,0.068190,0.131363,51,30,0,0.29,0,0.03,0,0,0,0.29,68,13,0.61,0.2,0.26
,,,,,,,,,,,,,,,,,,,,,,,9,756,0.04,0,0.02,0,0.04,0,0.02,0.021200,0.003371,0.024572,0.044807,51,30,0,0.09,0,0,0,0.02,0,0.07,10,71,0.56,0.09,0.32
,,,,,,,,,,,,,,,,,,,,,,,9,765,0.02,0,0.02,0,0.02,0,0,-0.000308,0.000508,0.000200,0.022021,51,30,0,0.04,0,0.01,0,2.57E-007,0,0.04,58,23,0.5,0,0.43
,,,,,,,,,,,,,,,,,,,,,,,9,774,0,0,0,0,0,0,0,-0.000242,0.000242,0.000000,0.000242,51,30,0,0.01,0,0.01,0,3.87E-011,0,0.01,2,79,0.52,-0.02,0.4
,,,,,,,,,,,,,,,,,,,,,,,9,783,0.01,0,0.01,0,0.01,0,0,0.003510,-0.004054,-0.000544,0.009029,51,30,0,0.02,0,1.29E-006,0,0.01,0,0.02,6,75,0.56,0.08,0.32
